accession,assembly,biological_replicates,file_format,file_size,output_type,status,url,organism,cell_line,target
ENCFF907XIB,hg19,"[2, 3]",bigWig,2136315343,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/adcb2438-727d-44d5-9d51-13c1fde2b509/ENCFF907XIB.bigWig,human,MCF-7,CUX1
ENCFF883DVK,hg19,"[1, 2]",bigWig,2136037510,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/16/8d407d4e-ce6a-4237-8f8e-7f9138acd582/ENCFF883DVK.bigWig,human,HEK293,eGFP-ZNF300
ENCFF768QIR,hg19,"[1, 2]",bigWig,2132609697,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/fe667e9e-183f-485d-ac91-feca422ef795/ENCFF768QIR.bigWig,human,HEK293,eGFP-ZNF837
ENCFF131WXL,hg19,"[1, 2]",bigWig,2131985367,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/e937c743-8c4c-4a5c-be2d-8c65bc2461f8/ENCFF131WXL.bigWig,human,K562,SMARCA4
ENCFF321BDO,hg19,"[1, 2]",bigWig,2130261469,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/8344f9e2-968c-46ba-bf8d-6ea4e6386751/ENCFF321BDO.bigWig,human,MCF-7,CTBP1
ENCFF284DOX,hg19,"[1, 2]",bigWig,2129460832,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/3b53d9fc-4520-4765-9608-195482e463c1/ENCFF284DOX.bigWig,human,HepG2,IKZF1
ENCFF191MXL,hg19,"[1, 2]",bigWig,2128605796,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/03986476-b852-468d-8c7c-075b210eb7ca/ENCFF191MXL.bigWig,human,HEK293,eGFP-ZNF2
ENCFF380MJA,hg19,"[1, 2]",bigWig,2127699845,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/03/41581f18-2caa-4039-a17c-b2bd48ef73b1/ENCFF380MJA.bigWig,human,MCF-7,NCOA3
ENCFF219HQE,hg19,"[1, 2]",bigWig,2126063930,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/4347f4a3-baa7-4dd7-bf25-d74bf348dd5e/ENCFF219HQE.bigWig,human,K562,C11orf30
ENCFF410LVR,hg19,"[1, 2]",bigWig,2125722666,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/12/0a85a73a-278f-468a-a367-80690087acb5/ENCFF410LVR.bigWig,human,GM12878,NKRF
ENCFF890XEY,hg19,"[1, 2]",bigWig,2124295930,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/28/15a049a2-67b7-4ced-ad4a-fdfa7553eef9/ENCFF890XEY.bigWig,human,MCF-7,CREB1
ENCFF527UUN,hg19,"[2, 3]",bigWig,2122498125,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/26/04e71d82-b370-4e5f-962d-9735659d72bd/ENCFF527UUN.bigWig,human,A549,SIN3A
ENCFF997TOH,hg19,"[2, 3]",bigWig,2122100292,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/04/18/28013e60-ad42-4f25-b83d-17bda7cb8b54/ENCFF997TOH.bigWig,human,HEK293,eGFP-ZNF561
ENCFF364KKZ,hg19,"[1, 2]",bigWig,2120479945,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/8e8ea5a0-6eb6-4a29-921b-92c1f98ff65e/ENCFF364KKZ.bigWig,human,HEK293,eGFP-ZFHX2
ENCFF347APS,hg19,"[1, 2]",bigWig,2119567683,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/08/bef15c49-6e3c-4da0-b2f1-a810fb096e09/ENCFF347APS.bigWig,human,H1,H3K4me3
ENCFF732DBE,hg19,"[1, 2]",bigWig,2118194730,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/7cc2a4a4-4ab3-43d3-a731-7e776a30e1ad/ENCFF732DBE.bigWig,human,HepG2,SP1
ENCFF254BMS,hg19,"[1, 2]",bigWig,2113328947,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/82101795-08cd-425a-83d7-e73c95c2357f/ENCFF254BMS.bigWig,human,K562,NFATC3
ENCFF446MUO,hg19,"[1, 2]",bigWig,2113076005,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/b907fc04-5249-45ec-91f7-80a4ec68272c/ENCFF446MUO.bigWig,human,HEK293,eGFP-ZSCAN5A
ENCFF305ALD,hg19,"[1, 2]",bigWig,2112218077,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/c057f434-acc1-4ad7-98d5-6f8fc594a9fe/ENCFF305ALD.bigWig,human,MCF-7,ZBTB33
ENCFF969AXG,hg19,"[1, 2]",bigWig,2109125457,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/038f231b-9bb0-49c6-a1f9-ca4ce0b47fbc/ENCFF969AXG.bigWig,human,MCF-7,ZNF687
ENCFF430NMK,hg19,"[1, 2]",bigWig,2108394779,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/8581e8a2-435a-4576-a60f-3a9c55863866/ENCFF430NMK.bigWig,human,HepG2,PHB2
ENCFF754ZCQ,hg19,"[1, 2]",bigWig,2102280786,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/304eee3e-9d28-42a5-bc56-eb6c2031913a/ENCFF754ZCQ.bigWig,human,K562,SUPT5H
ENCFF424GQF,hg19,"[1, 2]",bigWig,2102078623,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/33bb1d24-d4b7-401e-a159-b8d6ca9edb3e/ENCFF424GQF.bigWig,human,K562,YBX1
ENCFF032FRG,hg19,"[1, 2]",bigWig,2101706386,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/e8932dae-2826-48a6-bafd-e6d93f79f56b/ENCFF032FRG.bigWig,human,HEK293,eGFP-SP7
ENCFF906FIL,hg19,"[1, 2]",bigWig,2101478825,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/7c1509b8-9408-4fe8-970a-8abe4434b6de/ENCFF906FIL.bigWig,human,K562,NFXL1
ENCFF884CSA,hg19,"[1, 2]",bigWig,2101478438,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/6049575f-f1f7-4cc3-a995-1f34512756fa/ENCFF884CSA.bigWig,human,MCF-7,JUN
ENCFF591WIF,hg19,"[1, 2]",bigWig,2100194075,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/97e53512-c5b7-4939-b72b-babea1eeb3da/ENCFF591WIF.bigWig,human,K562,SP1
ENCFF820AVX,hg19,"[1, 2]",bigWig,2099105096,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/53e62430-4036-44a1-9c24-c5c786a16581/ENCFF820AVX.bigWig,human,K562,DNMT1
ENCFF342SQC,hg19,"[1, 2]",bigWig,2098804275,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/962adb7c-3c5c-4949-88da-43529b78239c/ENCFF342SQC.bigWig,human,HEK293,eGFP-ZXDB
ENCFF258LRW,hg19,"[1, 2]",bigWig,2097135517,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/591ff736-75c8-492e-9d08-fdf7b152acea/ENCFF258LRW.bigWig,human,K562,PKNOX1
ENCFF283FPP,hg19,"[1, 2]",bigWig,2096909382,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/eb34ded9-53d4-45aa-9723-c005799d2943/ENCFF283FPP.bigWig,human,HEK293,eGFP-ZNF274
ENCFF975MXQ,hg19,"[1, 2]",bigWig,2096616902,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/02cf551b-3709-479f-af1b-e0c033900a92/ENCFF975MXQ.bigWig,human,HEK293,eGFP-ZNF548
ENCFF269YNO,hg19,"[1, 2]",bigWig,2095261190,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/22/0eecd3b1-7d1a-4753-b6fe-87015837be1f/ENCFF269YNO.bigWig,human,K562,GATAD2A
ENCFF742QUJ,hg19,"[1, 2]",bigWig,2095045545,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/02/d6f807f5-95f9-4ceb-af9a-04709d3fb516/ENCFF742QUJ.bigWig,human,HEK293,eGFP-ZNF792
ENCFF906ALY,hg19,"[1, 2]",bigWig,2093159039,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/6a281061-b14f-4545-8ddf-c771a6f46094/ENCFF906ALY.bigWig,human,HEK293,eGFP-ZNF10
ENCFF827HKI,hg19,"[1, 2]",bigWig,2092979934,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/07/5d3a1d5d-49ff-4320-afcf-e8b35246b715/ENCFF827HKI.bigWig,human,GM12878,TCF12
ENCFF401FTF,hg19,"[1, 2]",bigWig,2092946484,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/12/fbf03b77-1be4-41a7-b009-034ee697d7ee/ENCFF401FTF.bigWig,human,MCF-7,LARP7
ENCFF543DFA,hg19,"[1, 2]",bigWig,2091656787,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/a6e7a160-aa0a-4869-bd79-3bf2d44d8ed6/ENCFF543DFA.bigWig,human,HEK293,eGFP-ZNF169
ENCFF142FSN,hg19,"[1, 2]",bigWig,2091620729,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/b1ad2730-3028-423f-a7f2-9f27a70df9aa/ENCFF142FSN.bigWig,human,HEK293,eGFP-KLF16
ENCFF233HHJ,hg19,"[1, 2]",bigWig,2090744499,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/79bef215-47c9-4873-8202-277a2abf2cba/ENCFF233HHJ.bigWig,human,HEK293,eGFP-ZNF624
ENCFF055VTK,hg19,"[1, 2]",bigWig,2090369963,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/27/1adfaeef-9fd3-445b-99fe-2269dbf6c2a0/ENCFF055VTK.bigWig,human,A549,CBX8
ENCFF643IAQ,hg19,"[1, 2]",bigWig,2088865184,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/9f827978-651c-4bb4-ab70-4e7d1df5ddbd/ENCFF643IAQ.bigWig,human,HEK293,eGFP-SP2
ENCFF120VOJ,hg19,"[1, 2]",bigWig,2087905037,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/12/11/f1e713c1-e86a-4a0a-84b4-553d1bed9eeb/ENCFF120VOJ.bigWig,human,K562,ZEB2
ENCFF937LAQ,hg19,"[1, 2]",bigWig,2087225327,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/05/a2ad3a8a-0ced-4adf-a525-4401f1247ff5/ENCFF937LAQ.bigWig,human,H1,REST
ENCFF998NCA,hg19,"[1, 2]",bigWig,2086529056,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/03/2eac8ee3-5859-47aa-ad88-d4f94540b2ba/ENCFF998NCA.bigWig,human,MCF-7,H3K4me2
ENCFF420XUJ,hg19,"[1, 2]",bigWig,2085847356,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/92adc421-1a9b-4960-a45a-c116a904d673/ENCFF420XUJ.bigWig,human,HEK293,eGFP-ZNF585B
ENCFF676AOK,hg19,"[1, 2]",bigWig,2085623723,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/02/29/be0d97ee-4dce-46ab-8134-fee51db3ce0c/ENCFF676AOK.bigWig,human,K562,NBN
ENCFF449NZW,hg19,"[2, 3]",bigWig,2084824068,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/14/888f3826-60b4-4b79-b0e1-f9f312f9c943/ENCFF449NZW.bigWig,human,HEK293,eGFP-ZNF560
ENCFF653AWK,hg19,"[1, 2]",bigWig,2084543669,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/12/e18a5926-b497-4735-9df2-a6d25b9e2387/ENCFF653AWK.bigWig,human,GM12878,NR2F1
ENCFF827COK,hg19,"[1, 2]",bigWig,2084250918,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/830df3b8-2aa3-44f9-9b63-13f90942e60e/ENCFF827COK.bigWig,human,K562,ESRRA
ENCFF498CGA,hg19,"[1, 2]",bigWig,2083849376,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/ef58e1af-ed8f-401f-a801-1deed69cfe2c/ENCFF498CGA.bigWig,human,K562,MCM2
ENCFF715FKT,hg19,"[1, 2]",bigWig,2083794349,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/b9dac16c-b5f4-42b6-88fe-9546f55c901d/ENCFF715FKT.bigWig,human,K562,ZBTB2
ENCFF471DDR,hg19,"[1, 3]",bigWig,2082996877,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/02/29/e489eed9-de8d-41e4-b540-a1bf069c5c12/ENCFF471DDR.bigWig,human,HepG2,RNF2
ENCFF202VQL,hg19,"[1, 2]",bigWig,2082790897,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/12/dbe507f0-f886-4beb-8cd1-5d42b8fa20d8/ENCFF202VQL.bigWig,human,GM12878,SMAD1
ENCFF733TSP,hg19,"[1, 2]",bigWig,2080325539,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/39dc0260-0be2-4af4-9a44-695c066abbc0/ENCFF733TSP.bigWig,human,HEK293,eGFP-INSM2
ENCFF325IJT,hg19,"[1, 2]",bigWig,2077144716,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/fb4d7758-2744-455e-904b-e724911ea50b/ENCFF325IJT.bigWig,human,K562,MCM5
ENCFF980ZBN,hg19,"[1, 2]",bigWig,2076377790,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/a7557438-b497-448e-9413-ee35e040abba/ENCFF980ZBN.bigWig,human,HEK293,eGFP-ZNF692
ENCFF948BQI,hg19,"[1, 2]",bigWig,2073836106,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/27/19cea07b-9a42-40b4-9385-f385aeb584b6/ENCFF948BQI.bigWig,human,HEK293,eGFP-MZF1
ENCFF437PEU,hg19,"[2, 3]",bigWig,2073055726,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/04/18/3f4423d2-b81f-4c51-9048-55ad8a0c034e/ENCFF437PEU.bigWig,human,HEK293,eGFP-KLF10
ENCFF946GRK,hg19,"[2, 3]",bigWig,2072462629,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/02/29/0039312e-e6ff-457d-80ba-54891cb9d115/ENCFF946GRK.bigWig,human,HepG2,SKI
ENCFF468GYP,hg19,"[1, 2]",bigWig,2070795951,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/bccd5f5c-a963-4cc1-b88f-69db3ce8f7c5/ENCFF468GYP.bigWig,human,HEK293,eGFP-ZNF416
ENCFF862EBX,hg19,"[1, 2]",bigWig,2069647701,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/05/a4f9d41a-7df3-4b0a-a90c-d0669e2d0814/ENCFF862EBX.bigWig,human,MCF-7,ZBTB7B
ENCFF021XYY,hg19,"[1, 2]",bigWig,2068078619,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/2c39f27c-46b6-4641-a5cf-90d687464522/ENCFF021XYY.bigWig,human,HEK293,eGFP-ZNF747
ENCFF925QKK,hg19,"[1, 2]",bigWig,2067117330,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/f24c425b-5321-466d-9131-e474e8a19f35/ENCFF925QKK.bigWig,human,K562,MTA2
ENCFF937YGV,hg19,"[1, 2]",bigWig,2066724633,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/2f17909c-7e59-470a-a50f-53cdf11a987e/ENCFF937YGV.bigWig,human,HEK293,eGFP-ZNF577
ENCFF682POX,hg19,"[1, 2]",bigWig,2064910183,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/21/e1f8bf41-8138-45ce-9508-e8de514f7152/ENCFF682POX.bigWig,human,GM12878,DPF2
ENCFF688PTB,hg19,"[1, 2]",bigWig,2062061742,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/01e39034-6830-452b-9de1-f0ea714ca342/ENCFF688PTB.bigWig,human,HepG2,ATF2
ENCFF109CLV,hg19,"[1, 2]",bigWig,2060470911,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/54178d36-1380-47c5-a5f1-dab29610965c/ENCFF109CLV.bigWig,human,HEK293,eGFP-ZNF26
ENCFF776ZKG,hg19,"[1, 2]",bigWig,2060028257,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/08/b8152158-6945-416b-bdd0-9d36827b5859/ENCFF776ZKG.bigWig,human,K562,PHB2
ENCFF190JUH,hg19,"[4, 5]",bigWig,2059066044,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/09/a94cd4e3-3389-4b09-9b94-f78c87f83af1/ENCFF190JUH.bigWig,human,HEK293,eGFP-ZBTB21
ENCFF350GNM,hg19,"[1, 2]",bigWig,2058819949,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/01/fae57d52-9564-4d7d-98e9-6106ec78ce66/ENCFF350GNM.bigWig,human,MCF-7,H3K9me3
ENCFF949WGE,hg19,"[1, 2]",bigWig,2058688108,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/20/dcc7a63a-886a-4c31-be54-261869772e62/ENCFF949WGE.bigWig,human,K562,TRIM25
ENCFF144MYC,hg19,"[1, 2]",bigWig,2058169159,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/d26192fc-7e82-43fb-a09b-05ad4486c3ae/ENCFF144MYC.bigWig,human,HEK293,eGFP-ZNF610
ENCFF156IKE,hg19,"[1, 2]",bigWig,2057959682,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/ba6f07d3-f633-4e9d-9da1-ff99529b002d/ENCFF156IKE.bigWig,human,HEK293,eGFP-KLF17
ENCFF927KNS,hg19,"[1, 2]",bigWig,2057784045,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/cfeeab27-0a81-4a34-a776-790e210a2975/ENCFF927KNS.bigWig,human,HEK293,eGFP-ZNF701
ENCFF837DPP,hg19,"[1, 2]",bigWig,2055771568,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/6a3dfd47-3627-45ba-9e06-2d3a56710f5a/ENCFF837DPP.bigWig,human,GM12878,PKNOX1
ENCFF893HPT,hg19,"[1, 2]",bigWig,2055145309,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/938cab10-90e0-4d7b-bcff-2917f76080ee/ENCFF893HPT.bigWig,human,MCF-7,DPF2
ENCFF813XDC,hg19,"[1, 2]",bigWig,2052511385,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/12/46bf96f5-2eae-4b02-a499-c195d244fbab/ENCFF813XDC.bigWig,human,K562,AFF1
ENCFF747FLX,hg19,"[1, 2]",bigWig,2052487333,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/93d7458a-ccd3-4cb5-85c0-7f1b0608b3b4/ENCFF747FLX.bigWig,human,HEK293,eGFP-ZBTB17
ENCFF561JEV,hg19,"[1, 2]",bigWig,2051531711,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/5c0ec3ab-ed58-4f8e-85c8-a74edc5cb122/ENCFF561JEV.bigWig,human,HEK293,eGFP-PRDM6
ENCFF182CLS,hg19,"[1, 2]",bigWig,2051316031,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/24/e483ec42-b5c3-4531-87df-80d781ddd743/ENCFF182CLS.bigWig,human,MCF-7,ZNF24
ENCFF151NHI,hg19,"[1, 2]",bigWig,2050584764,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/02/993b5e60-63e9-4121-8d86-58df87cd5c38/ENCFF151NHI.bigWig,human,K562,BCLAF1
ENCFF431TXQ,hg19,"[1, 2]",bigWig,2048647389,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/056a74ec-008d-474b-8d99-00df1409fbae/ENCFF431TXQ.bigWig,human,HEK293,eGFP-ZBTB20
ENCFF433AAA,hg19,"[1, 2]",bigWig,2047021891,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/40195e1f-2c09-4089-9954-18306cef91b1/ENCFF433AAA.bigWig,human,HEK293,eGFP-TSHZ1
ENCFF317QLL,hg19,"[1, 2]",bigWig,2045796640,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/03/52ed3107-4946-40d8-8fd9-d78f6c370db4/ENCFF317QLL.bigWig,human,K562,TRIP13
ENCFF082IUH,hg19,"[1, 2]",bigWig,2045411797,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/5292195d-75fd-4d2b-9e49-f1ab68041d25/ENCFF082IUH.bigWig,human,HEK293,eGFP-GFI1B
ENCFF194ZGF,hg19,"[1, 2]",bigWig,2044656424,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/12/760733e9-6fff-4dbb-88e0-ce32d1496243/ENCFF194ZGF.bigWig,human,K562,MTA1
ENCFF401ECS,hg19,"[1, 2]",bigWig,2043945474,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/20d2857a-0daf-4cfd-b2b0-a002c8508855/ENCFF401ECS.bigWig,human,HEK293,eGFP-GLI4
ENCFF103BLN,hg19,"[1, 2]",bigWig,2043875947,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/01/6e53a289-8333-4466-a14c-053f8425712e/ENCFF103BLN.bigWig,human,MCF-7,H2AFZ
ENCFF180NLX,hg19,"[1, 2]",bigWig,2042744265,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/27/d7eccea0-e281-44dc-93f5-703f3056cfa8/ENCFF180NLX.bigWig,human,HEK293,eGFP-ZBTB6
ENCFF817HCH,hg19,"[1, 2]",bigWig,2042447361,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/9c2afb31-95df-4099-b5e3-e97b27a1fcb1/ENCFF817HCH.bigWig,human,K562,MCM7
ENCFF472ECE,hg19,"[1, 2]",bigWig,2040879842,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/22/123f4b65-a397-4c7f-9476-ea7b058b4f36/ENCFF472ECE.bigWig,human,HEK293,eGFP-ZNF132
ENCFF827YNM,hg19,"[1, 2]",bigWig,2040809704,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/e64bbc23-d090-4c85-a218-a5c2478145af/ENCFF827YNM.bigWig,human,HEK293,eGFP-ZNF680
ENCFF019KQK,hg19,"[1, 2]",bigWig,2040136614,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/03/117981b5-1795-4202-93f3-e5af7982d9ae/ENCFF019KQK.bigWig,human,MCF-7,ZNF8
ENCFF498WPI,hg19,"[1, 2]",bigWig,2039943068,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/9b554e8e-dab1-443d-aa10-ac96ff2233fc/ENCFF498WPI.bigWig,human,HEK293,eGFP-ZEB1
ENCFF365YDY,hg19,"[1, 2]",bigWig,2038759947,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/9b6d8525-98eb-4195-b718-4ffe0489b044/ENCFF365YDY.bigWig,human,K562,ZNF639
ENCFF643NBZ,hg19,"[1, 2]",bigWig,2037289171,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/609a5760-19e0-46a5-906b-2ad3610e2488/ENCFF643NBZ.bigWig,human,HEK293,eGFP-ZNF843
ENCFF645IOX,hg19,"[1, 2]",bigWig,2037265069,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/8b99d298-fa70-4171-8393-7dd90e9278b1/ENCFF645IOX.bigWig,human,HEK293,eGFP-KLF1
ENCFF266FNZ,hg19,"[2, 3]",bigWig,2034920773,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/06/21/79dbe496-0fe7-44b0-9ad6-318e969d9f0b/ENCFF266FNZ.bigWig,human,HEK293,eGFP-ZSCAN30
ENCFF567YFN,hg19,"[1, 2]",bigWig,2034249427,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/b6549076-6d14-4072-9cb8-31f06f26918c/ENCFF567YFN.bigWig,human,MCF-7,FOXK2
ENCFF773TRV,hg19,"[1, 2]",bigWig,2034228620,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/c804df0c-48ea-4ec5-8cbf-ffa0e860e174/ENCFF773TRV.bigWig,human,HepG2,RAD51
ENCFF083SSJ,hg19,"[2, 3]",bigWig,2033914797,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/06/21/109d6cbb-6d05-446a-8dea-4628a26cc052/ENCFF083SSJ.bigWig,human,HEK293,eGFP-IKZF3
ENCFF923YCX,hg19,"[1, 2]",bigWig,2033549665,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/28/d83e8e4b-c6e1-4c8b-80ca-5d5560a911f9/ENCFF923YCX.bigWig,human,HepG2,FOXA1
ENCFF950HQL,hg19,"[1, 2]",bigWig,2032228868,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/12/11/6ee19679-e91c-456b-9f01-14c59f4c1c48/ENCFF950HQL.bigWig,human,K562,DPF2
ENCFF007OCA,hg19,"[1, 2]",bigWig,2032168241,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/18/0043767e-8c1b-4d39-8fd6-89f4d22a9dd1/ENCFF007OCA.bigWig,human,K562,NFRKB
ENCFF586SIM,hg19,"[1, 2]",bigWig,2029860708,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/dbe30347-cde0-4be3-8c49-44282fc370bc/ENCFF586SIM.bigWig,human,HEK293,eGFP-ZIC2
ENCFF297YWB,hg19,"[1, 2]",bigWig,2029509047,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/27/bc6b280d-94f2-4b8c-a9ed-dce5bb7e79c0/ENCFF297YWB.bigWig,human,HEK293,eGFP-ZNF221
ENCFF698FRZ,hg19,"[1, 2]",bigWig,2028913454,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/5fab71b9-fd01-4f4c-ac27-9a1efe0a4ba9/ENCFF698FRZ.bigWig,human,HEK293,eGFP-ZNF280D
ENCFF975GNN,hg19,"[1, 2]",bigWig,2027810279,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/a9e3a7c4-0c2e-4444-bc4d-5efd8df61ad5/ENCFF975GNN.bigWig,human,GM12878,IRF5
ENCFF279FLZ,hg19,"[1, 2]",bigWig,2027795132,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/63951b88-27eb-4803-9e01-054b41549fdd/ENCFF279FLZ.bigWig,human,GM12878,KLF5
ENCFF161MIG,hg19,"[1, 2]",bigWig,2027588246,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/11/f1afcf73-f5da-438c-ac5d-f2e1764aea2c/ENCFF161MIG.bigWig,human,A549,H3K9me3
ENCFF448SWT,hg19,"[1, 2]",bigWig,2025042984,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/fadcb469-f558-4d7d-b43e-017e4fd32e1b/ENCFF448SWT.bigWig,human,HEK293,eGFP-ZNF146
ENCFF092QUS,hg19,"[1, 2]",bigWig,2024386278,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/8bf49a1f-cce3-4b6b-ab72-65c4320bddd4/ENCFF092QUS.bigWig,human,HEK293,eGFP-ZSCAN23
ENCFF292GSO,hg19,"[1, 2]",bigWig,2024304252,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/18/15cb5710-35aa-4cfd-b5f3-d77c5a20882e/ENCFF292GSO.bigWig,human,HEK293,eGFP-ZNF48
