accession,assembly,biological_replicates,file_format,file_size,output_type,status,url,organism,cell_line,target
ENCFF864SZK,hg19,"[1, 2]",bigWig,1597985239,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/04/e70fbf19-679d-4075-b360-e24f1ae61725/ENCFF864SZK.bigWig,human,SU-DHL-6,H2AFZ
ENCFF207EAV,hg19,"[1, 2]",bigWig,1973325212,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/47570b3f-45db-4c38-9cbd-43c6de9414ef/ENCFF207EAV.bigWig,human,HEK293,ZNF704
ENCFF573GDY,hg19,"[1, 2]",bigWig,789534145,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/75686585-64e1-4dc5-9b0e-9351433d4880/ENCFF573GDY.bigWig,human,HepG2,ELF1
ENCFF474GXU,hg19,"[1, 2]",bigWig,2147248117,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/06/57463de9-6f69-4cca-b979-f16017d2e6f6/ENCFF474GXU.bigWig,human,SU-DHL-6,H3K36me3
ENCFF289DRY,hg19,"[1, 2]",bigWig,521063072,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/15/9a502e6c-c8b9-4c93-ad0e-65053dfd2120/ENCFF289DRY.bigWig,human,IMR-90,H3K79me1
ENCFF626AUN,hg19,"[1, 2]",bigWig,2268475408,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/1b1a4f96-1766-4288-b971-999ef6d8d5f0/ENCFF626AUN.bigWig,human,HepG2,PLRG1
ENCFF225FBZ,hg19,"[1, 2]",bigWig,584443774,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/63bc1eaf-28c9-4eea-8398-230ae7583e2d/ENCFF225FBZ.bigWig,human,Panc1,TCF7L2
ENCFF963SBX,hg19,"[1, 3]",bigWig,1040302117,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/1e2a0aeb-1b65-4a65-abe9-688c60e7b863/ENCFF963SBX.bigWig,human,K562,ZHX1
ENCFF039WGL,hg19,"[1, 2]",bigWig,916912788,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/15/5fbdf1cb-2fbe-40b3-b2af-4f1cd020a02e/ENCFF039WGL.bigWig,human,NT2/D1,ZNF274
ENCFF387ROQ,hg19,"[1, 2]",bigWig,781694495,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/6bfc6c47-33b5-48da-b198-7564866d013d/ENCFF387ROQ.bigWig,human,HepG2,KDM3A
ENCFF029MZM,hg19,"[1, 2]",bigWig,1191206201,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/04/23/f7158457-8aac-45d5-a5ca-d935a1065cf3/ENCFF029MZM.bigWig,human,K562,ZKSCAN8
ENCFF364KKZ,hg19,"[1, 2]",bigWig,2120479945,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/8e8ea5a0-6eb6-4a29-921b-92c1f98ff65e/ENCFF364KKZ.bigWig,human,HEK293,ZFHX2
ENCFF849JIL,hg19,"[1, 2]",bigWig,1974949361,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/6db8f4cb-1d31-4b79-ba02-6214dd6b0498/ENCFF849JIL.bigWig,human,HEK293,ZBTB48
ENCFF979SUZ,hg19,"[1, 2]",bigWig,607262116,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/16/204fc20b-ed2c-46fb-a679-933ee8e5619f/ENCFF979SUZ.bigWig,human,K562,IRF1
ENCFF283FPP,hg19,"[1, 2]",bigWig,2096909382,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/eb34ded9-53d4-45aa-9723-c005799d2943/ENCFF283FPP.bigWig,human,HEK293,ZNF274
ENCFF907SAR,hg19,"[1, 3]",bigWig,1977172155,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/614001df-a106-46f9-97e5-1eca51d26087/ENCFF907SAR.bigWig,human,K562,MCM2
ENCFF031RUV,hg19,"[1, 2]",bigWig,322837923,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/5f677e6f-0ea1-4f73-9762-2f7835c4356d/ENCFF031RUV.bigWig,human,GM12878,POLR2AphosphoS2
ENCFF830RBU,hg19,"[1, 2]",bigWig,397208079,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/14/7ceae071-e377-4296-9238-aef300ce675c/ENCFF830RBU.bigWig,human,GM12878,USF2
ENCFF686MKA,hg19,"[1, 2]",bigWig,2170837841,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/17/29facdc8-4e15-42c7-8be3-3660bd948ad7/ENCFF686MKA.bigWig,human,MCF-7,ZNF217
ENCFF926RPL,hg19,"[1, 2]",bigWig,511029366,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/19/e6ee3d28-4101-4152-a1d6-889e7949d23b/ENCFF926RPL.bigWig,human,GM12878,E2F4
ENCFF893YZB,hg19,"[1, 4]",bigWig,937796395,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/90b42be5-77e3-4346-982a-1636b97f5ac9/ENCFF893YZB.bigWig,human,K562,CEBPZ
ENCFF149BDF,hg19,"[1, 2]",bigWig,467191399,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/4e8c350a-59d3-4b7f-b454-9cb690363f4f/ENCFF149BDF.bigWig,human,PFSK-1,REST
ENCFF330MTO,hg19,"[1, 2]",bigWig,2701766665,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/19/4efc826f-9973-443b-8a00-c03d715b2f14/ENCFF330MTO.bigWig,human,K562,HDAC1
ENCFF775ZMD,hg19,"[1, 3]",bigWig,2263405500,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/adbfdc18-4abb-4639-b045-b88fb3b3d8ad/ENCFF775ZMD.bigWig,human,K562,CHAMP1
ENCFF765OJY,hg19,"[1, 2]",bigWig,807870591,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/ba277efc-736d-44fc-8393-c62206dcdb83/ENCFF765OJY.bigWig,human,K562,BHLHE40
ENCFF503FCH,hg19,"[1, 2]",bigWig,707972946,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/01/fd56214f-378d-4dd1-8354-797d21a14e54/ENCFF503FCH.bigWig,human,SK-N-SH,JUND
ENCFF486PYA,hg19,"[1, 2]",bigWig,1117677730,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/10/31/a98f9bf2-7da6-4be4-9cee-2bd0f786fa4a/ENCFF486PYA.bigWig,human,GM12878,ETV6
ENCFF526WWD,hg19,"[1, 2]",bigWig,403694096,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/07/20/aa1cb9d8-e894-4095-9177-c49ff4bffcdb/ENCFF526WWD.bigWig,human,GM12878,WRNIP1
ENCFF816KVE,hg19,"[1, 2]",bigWig,809341664,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/529322ec-93c1-458b-a6d8-675f52e32205/ENCFF816KVE.bigWig,human,HepG2,MAFK
ENCFF430NXF,hg19,"[1, 2]",bigWig,848843413,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/08/23/6001b557-905d-4bc9-9b40-73d4ae3f9be0/ENCFF430NXF.bigWig,human,IMR-90,MAFK
ENCFF385RJP,hg19,"[1, 2]",bigWig,1033170428,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/114f5ce9-7791-460e-96df-1a4bb658541d/ENCFF385RJP.bigWig,human,HepG2,ZNF384
ENCFF659ARN,hg19,"[1, 2]",bigWig,1287741011,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/26/ee6b4bc9-2f84-45e8-b9c0-efb6338c1a58/ENCFF659ARN.bigWig,human,OCI-LY3,H3K9ac
ENCFF214DHW,hg19,"[1, 2]",bigWig,910286428,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/0732f1af-4e19-438e-8a6f-dcb0b9a9e0b4/ENCFF214DHW.bigWig,human,GM12878,ATF2
ENCFF120BII,hg19,"[1, 2]",bigWig,583373638,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/f958bdf6-84f6-4af8-b078-07f30bf55e92/ENCFF120BII.bigWig,human,HepG2,RAD21
ENCFF669GHA,hg19,"[1, 2]",bigWig,1341313612,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/03/98c0bd24-e2c2-433a-b046-51aec9afd338/ENCFF669GHA.bigWig,human,H1,CBX5
ENCFF291ILI,hg19,"[1, 2]",bigWig,747941053,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/6d8a8c2b-b8f6-43e2-97bf-b31cde1c8056/ENCFF291ILI.bigWig,human,GM12878,IRF4
ENCFF987LYL,hg19,"[1, 2]",bigWig,2627335692,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/12/2dec1692-cc15-4579-a9cf-453a426c80f1/ENCFF987LYL.bigWig,human,PC-9,H3K79me2
ENCFF217TIX,hg19,"[1, 2]",bigWig,1806424356,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/1ea9f9a5-b353-41ac-978f-0fd9e5b22d8f/ENCFF217TIX.bigWig,human,GM23248,H3K27ac
ENCFF996NRM,hg19,"[1, 2]",bigWig,2774985059,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/23/de35b88e-72b8-4975-b81d-199110474927/ENCFF996NRM.bigWig,human,22Rv1,CTCF
ENCFF837AEU,hg19,"[1, 2]",bigWig,658591985,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/f1170354-1db2-4a87-a99b-f0e81f36a510/ENCFF837AEU.bigWig,human,HepG2,DNMT3B
ENCFF042FRR,hg19,"[1, 2]",bigWig,1352913777,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/7d04a367-6ca2-4517-bd06-ce7a71f0a3b2/ENCFF042FRR.bigWig,human,GM12878,RBBP5
ENCFF784YSY,hg19,"[1, 3]",bigWig,829211905,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/1c5cf8df-7168-4623-a440-0234785da7a2/ENCFF784YSY.bigWig,human,GM12878,MYB
ENCFF707RVS,hg19,"[1, 2]",bigWig,1945967308,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/1e6a6907-103e-4130-96d8-984425a022ae/ENCFF707RVS.bigWig,human,HEK293,ZNF133
ENCFF396BHS,hg19,"[1, 2]",bigWig,1971539096,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/7d5879cb-8e71-4992-99ee-8d36839cf30d/ENCFF396BHS.bigWig,human,HEK293,ZNF658
ENCFF236ASY,hg19,"[1, 2]",bigWig,846648013,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/15/647efebf-58e2-4347-90aa-0c7d54c47582/ENCFF236ASY.bigWig,human,H1,H2BK15ac
ENCFF752BUG,hg19,"[1, 2]",bigWig,914721777,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/c478ed27-d210-44e0-b1fe-d0a6f5877480/ENCFF752BUG.bigWig,human,HepG2,AHR
ENCFF063EPQ,hg19,"[1, 2]",bigWig,730658862,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/a7bd6984-04f7-48d3-9916-2bfa0df6eb2b/ENCFF063EPQ.bigWig,human,K562,SREBF1
ENCFF854OTV,hg19,"[1, 2]",bigWig,750177275,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/30/c251b704-d39c-4a16-8be2-f88be389ebf8/ENCFF854OTV.bigWig,human,HUES64,H3K4me3
ENCFF868PVV,hg19,"[2, 3]",bigWig,2315739147,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/04/18/c37979e2-b568-4b32-9eb6-042aedb4f781/ENCFF868PVV.bigWig,human,HEK293,ZNF184
ENCFF561JEV,hg19,"[1, 2]",bigWig,2051531711,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/5c0ec3ab-ed58-4f8e-85c8-a74edc5cb122/ENCFF561JEV.bigWig,human,HEK293,PRDM6
ENCFF437PDZ,hg19,"[1, 2]",bigWig,949574452,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/3f6b339e-7a28-479c-94cf-583e298496e2/ENCFF437PDZ.bigWig,human,K562,SMAD2
ENCFF025DGW,hg19,"[1, 3]",bigWig,2296280638,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/14/307eb7c6-8ced-45ff-9516-e3186f8733a8/ENCFF025DGW.bigWig,human,K562,ZSCAN29
ENCFF982NLI,hg19,"[1, 3]",bigWig,1111128511,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/a0d69571-bac9-41d5-a42d-b67e0a882286/ENCFF982NLI.bigWig,human,K562,IRF2
ENCFF354XDX,hg19,"[1, 2]",bigWig,600239038,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/13/9854ab9c-b5b5-46ca-b9dc-e0bb69ed833f/ENCFF354XDX.bigWig,human,K562,POLR2AphosphoS2
ENCFF776JUB,hg19,"[2, 3]",bigWig,2386417563,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/a62e2fd1-fd0a-433a-8b6e-f21c537b9c08/ENCFF776JUB.bigWig,human,A549,SREBF1
ENCFF260JHC,hg19,"[1, 2]",bigWig,914997230,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/05/da0f2a60-cddb-4ae0-891d-d9eeac838cd0/ENCFF260JHC.bigWig,human,K562,BRD4
ENCFF007SDL,hg19,"[1, 2]",bigWig,2178852369,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/06/ceb69752-2f6b-45b5-8f40-06dcc31f7f1c/ENCFF007SDL.bigWig,human,GM23248,H2AFZ
ENCFF915JOK,hg19,"[1, 2]",bigWig,866621093,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/ac2eaadb-62d4-47dc-b030-7e2f8c1ae702/ENCFF915JOK.bigWig,human,K562,GABPA
ENCFF654GSX,hg19,"[1, 2]",bigWig,1028202546,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/01/2de67bfe-4c78-4b1a-b7d1-4cc4800d7889/ENCFF654GSX.bigWig,human,IMR-90,BHLHE40
ENCFF890UUN,hg19,"[1, 2]",bigWig,2224432737,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/ed950025-bc74-464f-a646-f0a2b88de115/ENCFF890UUN.bigWig,human,K562,L3MBTL2
ENCFF423RVZ,hg19,"[1, 2]",bigWig,996578283,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/1e26aed4-9e78-4adf-85e2-7f3843ede677/ENCFF423RVZ.bigWig,human,K562,RNF2
ENCFF863TCQ,hg19,"[1, 3]",bigWig,1993382494,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/75c0ba2d-c32d-48be-bde3-5e67a0e5d05b/ENCFF863TCQ.bigWig,human,K562,DPF2
ENCFF305RTN,hg19,"[1, 2]",bigWig,1278699904,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/08/30075006-c027-4f14-a994-69386805cc72/ENCFF305RTN.bigWig,human,HepG2,HDAC6
ENCFF635LQF,hg19,"[1, 3]",bigWig,1970445782,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/03408467-3955-4c52-b08d-d619fdd65992/ENCFF635LQF.bigWig,human,MCF-7,ELK1
ENCFF031YGO,hg19,"[1, 2]",bigWig,812921924,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/7b82f93b-9d9f-4828-999b-fa64dcf8f6b1/ENCFF031YGO.bigWig,human,SH-SY5Y,GATA3
ENCFF002QBQ,hg19,"[1, 2]",bigWig,482741548,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/5dd4a04e-854f-40aa-9d85-ef5ada90d59f/ENCFF002QBQ.bigWig,human,A549,NR3C1
ENCFF300UHW,hg19,"[1, 2]",bigWig,935327181,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/31a91223-77e4-46bd-8dce-ec08ab9f014f/ENCFF300UHW.bigWig,human,HepG2,HCFC1
ENCFF962YAA,hg19,"[1, 2]",bigWig,731194457,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/04/23/921ac215-ff0a-49c1-8fa5-ae869b32cfe6/ENCFF962YAA.bigWig,human,K562,ZFX
ENCFF050ZBY,hg19,"[1, 2]",bigWig,618142431,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/14/cbbf87f6-2dbf-40cc-945c-73916f1150b9/ENCFF050ZBY.bigWig,human,K562,GTF2F1
ENCFF296ZAW,hg19,"[1, 2]",bigWig,617969898,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/15/089415b4-090d-4f94-a4ae-1c3390e09f35/ENCFF296ZAW.bigWig,human,K562,ZNF274
ENCFF243ASE,hg19,"[2, 3]",bigWig,2252770154,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/05/bcf6144f-c6ba-4886-a3c8-fb07a201a995/ENCFF243ASE.bigWig,human,A549,ZFP36
ENCFF123JFG,hg19,"[1, 3]",bigWig,1152460489,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/394d1160-94a2-41b3-9ebf-325c1c85b558/ENCFF123JFG.bigWig,human,HepG2,ZKSCAN1
ENCFF540WMP,hg19,"[1, 2]",bigWig,2208127363,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/13/b25a2fc3-41aa-4799-9e34-35549564caf6/ENCFF540WMP.bigWig,human,K562,CEBPG
ENCFF368PUY,hg19,"[1, 2]",bigWig,1698481301,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/24463704-8749-4ecc-86e2-f46343f48b0a/ENCFF368PUY.bigWig,human,HEK293,ZNF266
ENCFF238RCS,hg19,"[1, 2]",bigWig,882122034,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/0eb9acbb-8840-480f-a402-c4eb0db900a4/ENCFF238RCS.bigWig,human,A549,REST
ENCFF785IFK,hg19,"[1, 2]",bigWig,2220415099,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/6330d4ee-fdb8-4a25-9bf7-1ddee8c9c6a1/ENCFF785IFK.bigWig,human,GM12878,IRF3
ENCFF920YXQ,hg19,"[1, 2]",bigWig,1316487211,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/38781c02-70ec-4ded-9d80-fadae98d3c69/ENCFF920YXQ.bigWig,human,HeLa-S3,EZH2
ENCFF104YZH,hg19,"[1, 2]",bigWig,1101775731,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/09/06/0e4ee939-dc4c-4163-89d0-c7a378d5b07b/ENCFF104YZH.bigWig,human,HepG2,HNF1A
ENCFF439CRS,hg19,"[1, 2]",bigWig,641853173,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/05/26/47dbf8b9-4ccb-4f20-a1a5-98c5721547d3/ENCFF439CRS.bigWig,human,IMR-90,H2BK12ac
ENCFF741UBT,hg19,"[1, 2]",bigWig,1168402282,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/08/480875c8-74b2-403c-bb90-c29c0540c540/ENCFF741UBT.bigWig,human,HepG2,H3K4me3
ENCFF727ZEG,hg19,"[1, 2]",bigWig,594478523,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/06/17/bd6c5652-fc3d-42cf-afbd-fad3b7d78a58/ENCFF727ZEG.bigWig,human,HL-60,POLR2AphosphoS5
ENCFF804LNZ,hg19,"[1, 2]",bigWig,655488472,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/04/11/67ae48b4-9893-4f1c-aac5-dc2d81709726/ENCFF804LNZ.bigWig,human,HepG2,CTCF
ENCFF305ARC,hg19,"[1, 2]",bigWig,1852866903,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/14/d701dcb8-9944-4101-8406-150ba945e5d6/ENCFF305ARC.bigWig,human,MM.1S,H3K27ac
ENCFF843ATJ,hg19,"[1, 2]",bigWig,2257810268,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/14/eefb7078-2350-4a13-a0cd-24cd4e619085/ENCFF843ATJ.bigWig,human,MM.1S,H2AFZ
ENCFF661NCA,hg19,"[1, 2]",bigWig,855062099,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/17/d3946fd1-7f56-4559-9c76-3d108fc73689/ENCFF661NCA.bigWig,human,H9,H2BK15ac
ENCFF212JTP,hg19,"[1, 2]",bigWig,2009538508,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/5a1e7a14-eca0-41bc-8830-4ee2e6294967/ENCFF212JTP.bigWig,human,MCF-7,H3K27ac
ENCFF448EVU,hg19,"[1, 2]",bigWig,1872168118,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/27/5f764c72-73d0-4c6b-9d01-45792d96fffb/ENCFF448EVU.bigWig,human,HEK293,ZNF213
ENCFF203SUX,hg19,"[1, 2]",bigWig,1968070243,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/16/90834e81-dd7d-41db-b1ce-466571092c45/ENCFF203SUX.bigWig,human,HEK293,ZNF223
ENCFF038ZLJ,hg19,"[1, 2]",bigWig,771732290,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/8faef8d3-a788-48ac-8fdd-836f84d46647/ENCFF038ZLJ.bigWig,human,HepG2,SMC3
ENCFF950NCQ,hg19,"[1, 2]",bigWig,839346846,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/09/37c24748-5470-42e2-adc5-f01cfb0581a7/ENCFF950NCQ.bigWig,human,K562,CUX1
ENCFF993RSW,hg19,"[1, 2]",bigWig,4559329119,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/17/50c3553a-4350-4c4f-8050-a91116f762b3/ENCFF993RSW.bigWig,human,HepG2,TBX3
ENCFF446VDD,hg19,"[2, 3]",bigWig,2134537071,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/172e88ce-aaa9-46d4-9ef6-65fb64c0e2ec/ENCFF446VDD.bigWig,human,A549,SIN3A
ENCFF306HMD,hg19,"[1, 2]",bigWig,923498144,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/c2263b59-4c07-48d8-9e61-5af37fe32ddd/ENCFF306HMD.bigWig,human,HepG2,KAT2B
ENCFF875SAX,hg19,"[1, 2]",bigWig,1095008616,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/1cb03872-02a5-4c03-ab41-24e69281b29b/ENCFF875SAX.bigWig,human,HepG2,SIN3B
ENCFF881AJV,hg19,"[1, 2]",bigWig,2045768800,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/01/12/d13ecd7c-6439-4267-ae62-dfe31e19dd2c/ENCFF881AJV.bigWig,human,PC-9,H3K9ac
ENCFF306LPM,hg19,"[1, 2]",bigWig,2351714766,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/18/9a2f1971-7670-481d-b91c-6911b841190e/ENCFF306LPM.bigWig,human,HEK293T,SP1
ENCFF313XOF,hg19,"[1, 2]",bigWig,1585055784,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/27/ad867369-d76a-4e7a-9254-cfbf840faec3/ENCFF313XOF.bigWig,human,A549,HDAC2
ENCFF333UAW,hg19,"[1, 2]",bigWig,948943529,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/7d8e13cf-f6c9-4608-a1ca-49083c8e2626/ENCFF333UAW.bigWig,human,HeLa-S3,ZHX1
ENCFF644AFC,hg19,"[1, 2]",bigWig,1527620755,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/10/27/9ee77706-c126-4bab-8882-b6ef1bd7e9c8/ENCFF644AFC.bigWig,human,A549,CHD4
ENCFF038VGM,hg19,"[1, 2]",bigWig,1156664011,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/02/09/1ece2491-088b-4e56-bdeb-b61bd9c874e0/ENCFF038VGM.bigWig,human,HepG2,ERF
ENCFF777QJK,hg19,"[1, 2]",bigWig,1358950907,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/14/b4fae856-35ee-436c-9b71-c977f8e7d5d6/ENCFF777QJK.bigWig,human,GM12878,KDM1A
ENCFF136NAY,hg19,"[1, 2]",bigWig,2111080724,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/18/15d4e90a-dbbc-4ab7-88d6-c6e4648cfe89/ENCFF136NAY.bigWig,human,HEK293T,ELF4
ENCFF667RDG,hg19,"[1, 2]",bigWig,2012109619,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/01/64b5cbbe-386a-46d4-b6b8-38942e34170a/ENCFF667RDG.bigWig,human,GM23248,H3K9ac
ENCFF458MPT,hg19,"[1, 2]",bigWig,2204199978,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/12/08/384fe91f-789c-401f-83ba-48869b9e41fb/ENCFF458MPT.bigWig,human,HEK293,ZNF510
ENCFF406ZOC,hg19,"[1, 2]",bigWig,912387351,fold change over control,released,https://encode-public.s3.amazonaws.com/2015/11/03/fe084e61-4041-4cb7-b7ec-81ee7f7cfa09/ENCFF406ZOC.bigWig,human,HepG2,SUZ12
ENCFF377GCQ,hg19,"[1, 2]",bigWig,1852683009,fold change over control,archived,https://encode-public.s3.amazonaws.com/2015/11/03/387752d2-940f-483c-b057-694fbcaa4586/ENCFF377GCQ.bigWig,human,GM12878,ETV6
ENCFF997TOH,hg19,"[2, 3]",bigWig,2122100292,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/04/18/28013e60-ad42-4f25-b83d-17bda7cb8b54/ENCFF997TOH.bigWig,human,HEK293,ZNF561
ENCFF045NNJ,hg19,"[1, 2]",bigWig,1684498703,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/07/85155f8b-a464-4c9a-a234-d34e0b95d7ff/ENCFF045NNJ.bigWig,human,HeLa-S3,H3K4me3
ENCFF939CPL,hg19,"[1, 2]",bigWig,700344796,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/03/0f0e4059-2877-4a6e-99cb-e07a650c028b/ENCFF939CPL.bigWig,human,H9,H3K4ac
ENCFF227ZBW,hg19,"[1, 2]",bigWig,817509786,fold change over control,released,https://encode-public.s3.amazonaws.com/2018/11/19/48468a5f-90bc-4715-89f7-41b57690ef17/ENCFF227ZBW.bigWig,human,HepG2,RARA
ENCFF768MHC,hg19,"[1, 2]",bigWig,816400842,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/02/20/8c245301-70dd-4547-a30d-a212a6fca019/ENCFF768MHC.bigWig,human,IMR-90,H2AFZ
ENCFF586OEO,hg19,"[2, 3]",bigWig,2178622997,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/11/11/6b80f570-db98-4a78-9082-7c774cc5e626/ENCFF586OEO.bigWig,human,MCF-7,ZNF217
ENCFF960UCN,hg19,"[1, 2]",bigWig,2576499147,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/11/16/b2af7c97-b6a9-488a-ac6f-9fa4e4e6ea6a/ENCFF960UCN.bigWig,human,HEK293T,L3MBTL2
ENCFF278JRW,hg19,"[1, 2]",bigWig,1315338945,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/06/13/e58b387a-2502-49d9-9408-c0fcd523e0ff/ENCFF278JRW.bigWig,human,GM12878,JUNB
ENCFF042YID,hg19,"[1, 3]",bigWig,2255163128,fold change over control,released,https://encode-public.s3.amazonaws.com/2017/03/06/4200c598-97a1-44ff-ae70-ad659bb8652d/ENCFF042YID.bigWig,human,MCF-7,CHD1
ENCFF981HAA,hg19,"[1, 2]",bigWig,803127279,fold change over control,released,https://encode-public.s3.amazonaws.com/2016/12/14/1e73dd5e-995e-47c9-84ef-2e253c467790/ENCFF981HAA.bigWig,human,H1,JUND
